url,brand,model,action_type,priority,issue_summary,evidence,recommended_fix,implementation_details
https://www.drivio.in/bikes/benelli/imperiale-400,Benelli,Imperiale 400,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/bikes/benelli/imperiale-400,Benelli,Imperiale 400,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/bikes/kabira-mobility/intercity-aeolus/reviews,,Intercity Aeolus,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/bikes/kabira-mobility/intercity-aeolus/reviews,,Intercity Aeolus,internal_links,P1,Weak internal link equity (5 inbound links),"Inbound links: 5, crawl depth: -1.",Add contextual link from https://www.drivio.in/bikes using anchor 'Intercity Aeolus'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/bikes.
https://www.drivio.in/bikes/kabira-mobility/intercity-aeolus/reviews,,Intercity Aeolus,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/bikes/kawasaki/klx-110,Kawasaki,Klx 110,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/bikes/kawasaki/klx-110,Kawasaki,Klx 110,internal_links,P1,Weak internal link equity (5 inbound links),"Inbound links: 5, crawl depth: 6.",Add contextual link from https://www.drivio.in/bikes/kawasaki using anchor 'Kawasaki Klx 110'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/bikes/kawasaki.
https://www.drivio.in/bikes/kawasaki/klx-110,Kawasaki,Klx 110,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/bikes/cf-moto/650-gt,,650 Gt,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 23.5% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/bikes/cf-moto/650-gt,,650 Gt,internal_links,P1,Weak internal link equity (8 inbound links),"Inbound links: 8, crawl depth: 2.",Add contextual link from https://www.drivio.in/bikes using anchor '650 Gt'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/bikes.
https://www.drivio.in/bikes/cf-moto/650-gt,,650 Gt,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/electric-vehicles/benling-india/benling-kriti,,Benling Kriti,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/electric-vehicles/benling-india/benling-kriti,,Benling Kriti,internal_links,P1,Weak internal link equity (5 inbound links),"Inbound links: 5, crawl depth: 3.",Add contextual link from https://www.drivio.in/electric-vehicles using anchor 'Benling Kriti'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/electric-vehicles.
https://www.drivio.in/electric-vehicles/benling-india/benling-kriti,,Benling Kriti,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/electric-vehicles/bgauss/b8-lithium-ion,,BGauss B8 Lithium Ion,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/electric-vehicles/bgauss/b8-lithium-ion,,BGauss B8 Lithium Ion,internal_links,P1,Weak internal link equity (8 inbound links),"Inbound links: 8, crawl depth: 3.",Add contextual link from https://www.drivio.in/bikes/bgauss using anchor 'Bgauss B8 Lithium Ion'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/bikes/bgauss.
https://www.drivio.in/electric-vehicles/bgauss/b8-lithium-ion,,BGauss B8 Lithium Ion,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/electric-vehicles/benling-india/benling-falcon,,Benling Falcon,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/electric-vehicles/benling-india/benling-falcon,,Benling Falcon,internal_links,P1,Weak internal link equity (5 inbound links),"Inbound links: 5, crawl depth: 3.",Add contextual link from https://www.drivio.in/electric-vehicles using anchor 'Benling Falcon'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/electric-vehicles.
https://www.drivio.in/electric-vehicles/benling-india/benling-falcon,,Benling Falcon,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/electric-vehicles/benling-india/benling-believe,,Benling Believe,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/electric-vehicles/benling-india/benling-believe,,Benling Believe,internal_links,P1,Weak internal link equity (5 inbound links),"Inbound links: 5, crawl depth: 3.",Add contextual link from https://www.drivio.in/electric-vehicles using anchor 'Benling Believe'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/electric-vehicles.
https://www.drivio.in/electric-vehicles/benling-india/benling-believe,,Benling Believe,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/electric-vehicles/benling-india/benling-aura,,Benling Aura,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/electric-vehicles/benling-india/benling-aura,,Benling Aura,internal_links,P1,Weak internal link equity (5 inbound links),"Inbound links: 5, crawl depth: 3.",Add contextual link from https://www.drivio.in/electric-vehicles using anchor 'Benling Aura'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/electric-vehicles.
https://www.drivio.in/electric-vehicles/benling-india/benling-aura,,Benling Aura,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/electric-vehicles/bgauss/a2,,BGauss A2,content_section,P1,"Missing core automotive buyer sections: on_road_price, variants, mileage",Page covers 29.4% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Variants section, Add dedicated Mileage section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/electric-vehicles/bgauss/a2,,BGauss A2,internal_links,P1,Weak internal link equity (7 inbound links),"Inbound links: 7, crawl depth: 3.",Add contextual link from https://www.drivio.in/bikes/bgauss using anchor 'Bgauss A2'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/bikes/bgauss.
https://www.drivio.in/electric-vehicles/bgauss/a2,,BGauss A2,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/electric-vehicles/benling-india/benling-icon,,Benling Icon,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/electric-vehicles/benling-india/benling-icon,,Benling Icon,internal_links,P1,Weak internal link equity (5 inbound links),"Inbound links: 5, crawl depth: 3.",Add contextual link from https://www.drivio.in/electric-vehicles using anchor 'Benling Icon'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/electric-vehicles.
https://www.drivio.in/electric-vehicles/benling-india/benling-icon,,Benling Icon,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/electric-vehicles/bgauss/c12i,,BGauss C12i,content_section,P1,"Missing core automotive buyer sections: on_road_price, specifications, mileage",Page covers 17.6% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Specifications section, Add dedicated Mileage section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/electric-vehicles/bgauss/c12i,,BGauss C12i,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/electric-vehicles/bgauss/ruv350,,BGauss RUV350,content_section,P1,"Missing core automotive buyer sections: on_road_price, specifications, mileage",Page covers 17.6% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Specifications section, Add dedicated Mileage section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/electric-vehicles/bgauss/ruv350,,BGauss RUV350,internal_links,P1,Weak internal link equity (6 inbound links),"Inbound links: 6, crawl depth: 3.",Add contextual link from https://www.drivio.in/bikes/bgauss using anchor 'Bgauss Ruv350'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/bikes/bgauss.
https://www.drivio.in/electric-vehicles/bgauss/ruv350,,BGauss RUV350,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/bikes/m2go/civitas/reviews,,Civitas,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/bikes/m2go/civitas/reviews,,Civitas,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/bikes/numeros-motors/diplos/reviews,,Diplos,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/bikes/numeros-motors/diplos/reviews,,Diplos,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/bikes/avera/retrosa/reviews,,Retrosa,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/bikes/avera/retrosa/reviews,,Retrosa,internal_links,P1,Weak internal link equity (6 inbound links),"Inbound links: 6, crawl depth: 5.",Add contextual link from https://www.drivio.in/bikes using anchor 'Retrosa'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/bikes.
https://www.drivio.in/bikes/avera/retrosa/reviews,,Retrosa,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/bikes/rowwet/vegatron,,Vegatron,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/bikes/rowwet/vegatron,,Vegatron,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/bikes/rowwet/vegatron/reviews,,Vegatron,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/bikes/rowwet/vegatron/reviews,,Vegatron,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-a-1-4,,Birla A 1-4,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-a-1-4,,Birla A 1-4,internal_links,P1,Weak internal link equity (4 inbound links),"Inbound links: 4, crawl depth: 3.",Add contextual link from https://www.drivio.in/electric-vehicles using anchor 'Birla A 1 4'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/electric-vehicles.
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-a-1-4,,Birla A 1-4,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/bikes/m2go/civitas,,Civitas,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/bikes/m2go/civitas,,Civitas,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/bikes/numeros-motors/diplos,,Diplos,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/bikes/numeros-motors/diplos,,Diplos,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-electro,,Birla Electro,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-electro,,Birla Electro,internal_links,P1,Weak internal link equity (4 inbound links),"Inbound links: 4, crawl depth: 3.",Add contextual link from https://www.drivio.in/electric-vehicles using anchor 'Birla Electro'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/electric-vehicles.
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-electro,,Birla Electro,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/bikes/avera/retrosa,,Retrosa,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/bikes/avera/retrosa,,Retrosa,internal_links,P1,Weak internal link equity (6 inbound links),"Inbound links: 6, crawl depth: 5.",Add contextual link from https://www.drivio.in/bikes using anchor 'Retrosa'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/bikes.
https://www.drivio.in/bikes/avera/retrosa,,Retrosa,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-quanto,,Birla Quanto,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-quanto,,Birla Quanto,internal_links,P1,Weak internal link equity (4 inbound links),"Inbound links: 4, crawl depth: 3.",Add contextual link from https://www.drivio.in/electric-vehicles using anchor 'Birla Quanto'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/electric-vehicles.
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-quanto,,Birla Quanto,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/bikes/honda/rebel-1100/reviews,Honda,Rebel 1100,content_section,P1,"Missing core automotive buyer sections: on_road_price, variants, power",Page covers 47.1% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Variants section, Add dedicated Power section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/bikes/honda/rebel-1100/reviews,Honda,Rebel 1100,internal_links,P1,Weak internal link equity (3 inbound links),"Inbound links: 3, crawl depth: 2.",Add contextual link from https://www.drivio.in/bikes/honda using anchor 'Honda Rebel 1100'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/bikes/honda.
https://www.drivio.in/bikes/honda/rebel-1100/reviews,Honda,Rebel 1100,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-dms,,Birla DMS,content_section,P0,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-dms,,Birla DMS,internal_links,P0,Weak internal link equity (3 inbound links),"Inbound links: 3, crawl depth: -1.",Add contextual link from https://www.drivio.in/electric-vehicles using anchor 'Birla Dms'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/electric-vehicles.
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-dms,,Birla DMS,schema,P0,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/bikes/benling-india/benling-believe/reviews,,Benling Believe,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/bikes/benling-india/benling-believe/reviews,,Benling Believe,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-spark,,Birla Spark,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-spark,,Birla Spark,internal_links,P1,Weak internal link equity (4 inbound links),"Inbound links: 4, crawl depth: 3.",Add contextual link from https://www.drivio.in/electric-vehicles using anchor 'Birla Spark'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/electric-vehicles.
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-spark,,Birla Spark,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/bikes/benling-india/benling-believe,,Benling Believe,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/bikes/benling-india/benling-believe,,Benling Believe,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-e-smart,,Birla E-Smart,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 17.6% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-e-smart,,Birla E-Smart,internal_links,P1,Weak internal link equity (4 inbound links),"Inbound links: 4, crawl depth: 3.",Add contextual link from https://www.drivio.in/electric-vehicles using anchor 'Birla E Smart'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/electric-vehicles.
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-e-smart,,Birla E-Smart,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-v6,,Birla V6,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-v6,,Birla V6,internal_links,P1,Weak internal link equity (4 inbound links),"Inbound links: 4, crawl depth: 3.",Add contextual link from https://www.drivio.in/electric-vehicles using anchor 'Birla V6'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/electric-vehicles.
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-v6,,Birla V6,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-jf,,Birla JF,content_section,P0,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 17.6% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-jf,,Birla JF,internal_links,P0,Weak internal link equity (3 inbound links),"Inbound links: 3, crawl depth: -1.",Add contextual link from https://www.drivio.in/electric-vehicles using anchor 'Birla Jf'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/electric-vehicles.
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-jf,,Birla JF,schema,P0,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-xl,,Birla XL,content_section,P1,"Missing core automotive buyer sections: on_road_price, variants, specifications",Page covers 17.6% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Variants section, Add dedicated Specifications section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-xl,,Birla XL,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-ambition,,Birla Ambition,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-ambition,,Birla Ambition,internal_links,P1,Weak internal link equity (4 inbound links),"Inbound links: 4, crawl depth: 3.",Add contextual link from https://www.drivio.in/electric-vehicles using anchor 'Birla Ambition'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/electric-vehicles.
https://www.drivio.in/electric-vehicles/birla-e-bike/birla-ambition,,Birla Ambition,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/bikes/honda/rebel-1100,Honda,Rebel 1100,content_section,P2,"Missing core automotive buyer sections: on_road_price, variants, power",Page covers 41.2% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Variants section, Add dedicated Power section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/bikes/honda/rebel-1100,Honda,Rebel 1100,internal_links,P2,Weak internal link equity (4 inbound links),"Inbound links: 4, crawl depth: 2.",Add contextual link from https://www.drivio.in/bikes/honda using anchor 'Honda Rebel 1100'.,Insert anchor in editorial copy or sub-model list on https://www.drivio.in/bikes/honda.
